"","cause_type","create_time","dataset","drop","causal_strength","finish_time","if_bugs","if_finish","if_writeDown","imc_click","imc_sports","task_id","condition_index","effect_type","cause_num","effect_num","rel_type","intvn"
"302","c2","10/1/21 13:46","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:03","0","Finish","0",0,"basketball_football","JXnWsmecXUMBi2FtZ7hw",3,"e2",2,2,"veridical","1"
"303","c1","10/1/21 13:46","three_pos_10_2_0_12.csv",0,6,"10/1/21 14:03","0","Finish","0",0,"basketball_football","JXnWsmecXUMBi2FtZ7hw",3,"e2",1,2,"nonVeridical","2"
"304","c3","10/1/21 13:46","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:03","0","Finish","0",0,"basketball_football","JXnWsmecXUMBi2FtZ7hw",3,"e3",3,3,"veridical","0"
"305","c2","10/1/21 13:46","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:03","0","Finish","0",0,"basketball_football","JXnWsmecXUMBi2FtZ7hw",3,"e3",2,3,"nonVeridical","1"
"306","c1","10/1/21 13:46","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:03","0","Finish","0",0,"basketball_football","JXnWsmecXUMBi2FtZ7hw",3,"e3",1,3,"nonVeridical","2"
"307","c3","10/1/21 13:47","three_pos_8_4_0_12.csv",0,6,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e1",3,1,"nonVeridical","0"
"308","c1","10/1/21 13:47","three_pos_8_4_0_12.csv",0,4,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e1",1,1,"veridical","2"
"309","c2","10/1/21 13:47","three_pos_8_4_0_12.csv",0,9,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e1",2,1,"nonVeridical","1"
"310","c3","10/1/21 13:47","three_pos_8_4_0_12.csv",0,3,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e2",3,2,"nonVeridical","0"
"311","c1","10/1/21 13:47","three_pos_8_4_0_12.csv",0,7,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e2",1,2,"nonVeridical","2"
"312","c2","10/1/21 13:47","three_pos_8_4_0_12.csv",0,4,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e2",2,2,"veridical","1"
"313","c3","10/1/21 13:47","three_pos_8_4_0_12.csv",0,7,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e3",3,3,"veridical","0"
"314","c1","10/1/21 13:47","three_pos_8_4_0_12.csv",0,4,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e3",1,3,"nonVeridical","2"
"315","c2","10/1/21 13:47","three_pos_8_4_0_12.csv",0,2,"10/1/21 13:59","0","Finish","0",1,"","9nOj92demSx5IulvlJTW",3,"e3",2,3,"nonVeridical","1"
"316","c3","10/1/21 13:48","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e1",3,1,"nonVeridical","0"
"317","c1","10/1/21 13:48","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e1",1,1,"veridical","2"
"318","c2","10/1/21 13:48","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e1",2,1,"nonVeridical","1"
"319","c3","10/1/21 13:48","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e2",3,2,"nonVeridical","0"
"320","c1","10/1/21 13:48","three_pos_8_4_0_12.csv",0,9,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e2",1,2,"nonVeridical","2"
"321","c2","10/1/21 13:48","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e2",2,2,"veridical","1"
"322","c3","10/1/21 13:48","three_pos_8_4_0_12.csv",0,5,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e3",3,3,"veridical","0"
"323","c1","10/1/21 13:48","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e3",1,3,"nonVeridical","2"
"324","c2","10/1/21 13:48","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:14","0","Finish","0",0,"football_tennis_basketball_running_cycling_hockey","DRAjBJqvK5bZnmZHYpDC",1,"e3",2,3,"nonVeridical","1"
"325","c3","10/1/21 13:49","three_pos_8_4_0_12.csv",0,8,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e1",3,1,"nonVeridical","0"
"326","c1","10/1/21 13:49","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e1",1,1,"veridical","2"
"327","c2","10/1/21 13:49","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e1",2,1,"nonVeridical","1"
"328","c3","10/1/21 13:49","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e2",3,2,"nonVeridical","0"
"329","c1","10/1/21 13:49","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e2",1,2,"nonVeridical","2"
"330","c2","10/1/21 13:49","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e2",2,2,"veridical","1"
"331","c3","10/1/21 13:49","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e3",3,3,"veridical","0"
"332","c1","10/1/21 13:49","three_pos_8_4_0_12.csv",0,2,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e3",1,3,"nonVeridical","2"
"333","c2","10/1/21 13:49","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:07","0","Finish","0",1,"","UJom0LSzBsswQa3Z3piE",2,"e3",2,3,"nonVeridical","1"
"334","c3","10/1/21 13:50","three_pos_9_3_3_9.csv",0,9,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e1",3,1,"nonVeridical","0"
"335","c1","10/1/21 13:50","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e1",1,1,"veridical","2"
"336","c2","10/1/21 13:50","three_pos_9_3_3_9.csv",0,9,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e1",2,1,"nonVeridical","1"
"337","c3","10/1/21 13:50","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e2",3,2,"nonVeridical","0"
"338","c1","10/1/21 13:50","three_pos_9_3_3_9.csv",0,2,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e2",1,2,"nonVeridical","2"
"339","c2","10/1/21 13:50","three_pos_9_3_3_9.csv",0,3,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e2",2,2,"veridical","1"
"340","c3","10/1/21 13:50","three_pos_9_3_3_9.csv",0,6,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e3",3,3,"veridical","0"
"341","c1","10/1/21 13:50","three_pos_9_3_3_9.csv",0,3,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e3",1,3,"nonVeridical","2"
"342","c2","10/1/21 13:50","three_pos_9_3_3_9.csv",0,1,"10/1/21 14:07","0","Finish","0",1,"","p1OFnQErZwAPUL0GgEfD",2,"e3",2,3,"nonVeridical","1"
"343","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,9,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e1",1,1,"veridical","2"
"344","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,2,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e1",3,1,"nonVeridical","0"
"345","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,1,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e1",2,1,"nonVeridical","1"
"346","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,1,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e2",1,2,"nonVeridical","2"
"347","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,1,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e2",3,2,"nonVeridical","0"
"348","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,10,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e2",2,2,"veridical","1"
"349","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,2,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e3",1,3,"nonVeridical","2"
"350","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e3",3,3,"veridical","0"
"351","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,1,"10/1/21 14:00","0","Finish","0",1,"","T22vL6i9yKBJlosNINJr",3,"e3",2,3,"nonVeridical","1"
"352","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e1",3,1,"nonVeridical","0"
"353","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e1",2,1,"nonVeridical","1"
"354","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e1",1,1,"veridical","2"
"355","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,5,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e2",3,2,"nonVeridical","0"
"356","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,4,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e2",2,2,"veridical","1"
"357","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,2,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e2",1,2,"nonVeridical","2"
"358","c3","10/1/21 13:52","three_pos_9_3_3_9.csv",0,6,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e3",3,3,"veridical","0"
"359","c2","10/1/21 13:52","three_pos_9_3_3_9.csv",0,10,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e3",2,3,"nonVeridical","1"
"360","c1","10/1/21 13:52","three_pos_9_3_3_9.csv",0,9,"10/1/21 14:12","0","Finish","0",0,"","Cvf59KREccUd11SNpklr",1,"e3",1,3,"nonVeridical","2"
"361","c2","10/1/21 13:53","three_pos_9_3_3_9.csv",0,10,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e1",2,1,"nonVeridical","1"
"362","c3","10/1/21 13:53","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e1",3,1,"nonVeridical","0"
"363","c1","10/1/21 13:53","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e1",1,1,"veridical","2"
"364","c2","10/1/21 13:53","three_pos_9_3_3_9.csv",0,9,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e2",2,2,"veridical","1"
"365","c3","10/1/21 13:53","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e2",3,2,"nonVeridical","0"
"366","c1","10/1/21 13:53","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e2",1,2,"nonVeridical","2"
"367","c2","10/1/21 13:53","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e3",2,3,"nonVeridical","1"
"368","c3","10/1/21 13:53","three_pos_9_3_3_9.csv",0,10,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e3",3,3,"veridical","0"
"369","c1","10/1/21 13:53","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:06","0","Finish","0",0,"","UXmgqvXNXRzuJ2jEAQrf",1,"e3",1,3,"nonVeridical","2"
"370","c2","10/1/21 13:56","three_pos_8_4_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e1",2,1,"nonVeridical","1"
"371","c3","10/1/21 13:56","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e1",3,1,"nonVeridical","0"
"372","c1","10/1/21 13:56","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e1",1,1,"veridical","2"
"373","c2","10/1/21 13:56","three_pos_8_4_0_12.csv",0,10,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e2",2,2,"veridical","1"
"374","c3","10/1/21 13:56","three_pos_8_4_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e2",3,2,"nonVeridical","0"
"375","c1","10/1/21 13:56","three_pos_8_4_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e2",1,2,"nonVeridical","2"
"376","c2","10/1/21 13:56","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e3",2,3,"nonVeridical","1"
"377","c3","10/1/21 13:56","three_pos_8_4_0_12.csv",0,5,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e3",3,3,"veridical","0"
"378","c1","10/1/21 13:56","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:06","0","Finish","0",1,"","NhecTBSHc7z67JB3dvBC",1,"e3",1,3,"nonVeridical","2"
"379","c3","10/1/21 13:56","three_pos_10_2_0_12.csv",0,10,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e1",3,1,"nonVeridical","0"
"380","c2","10/1/21 13:56","three_pos_10_2_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e1",2,1,"nonVeridical","1"
"381","c1","10/1/21 13:56","three_pos_10_2_0_12.csv",0,3,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e1",1,1,"veridical","2"
"382","c3","10/1/21 13:56","three_pos_10_2_0_12.csv",0,2,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e2",3,2,"nonVeridical","0"
"383","c2","10/1/21 13:56","three_pos_10_2_0_12.csv",0,10,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e2",2,2,"veridical","1"
"384","c1","10/1/21 13:56","three_pos_10_2_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e2",1,2,"nonVeridical","2"
"385","c3","10/1/21 13:56","three_pos_10_2_0_12.csv",0,10,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e3",3,3,"veridical","0"
"386","c2","10/1/21 13:56","three_pos_10_2_0_12.csv",0,3,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e3",2,3,"nonVeridical","1"
"387","c1","10/1/21 13:56","three_pos_10_2_0_12.csv",0,0,"10/1/21 14:06","0","Finish","0",1,"","A3PbVRJRoXj5Lqh4rDAe",2,"e3",1,3,"nonVeridical","2"
"388","c1","10/1/21 13:57","three_pos_8_4_0_12.csv",0,5,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e1",1,1,"veridical","2"
"389","c3","10/1/21 13:57","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e1",3,1,"nonVeridical","0"
"390","c2","10/1/21 13:57","three_pos_8_4_0_12.csv",0,5,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e1",2,1,"nonVeridical","1"
"391","c1","10/1/21 13:57","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e2",1,2,"nonVeridical","2"
"392","c3","10/1/21 13:57","three_pos_8_4_0_12.csv",0,2,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e2",3,2,"nonVeridical","0"
"393","c2","10/1/21 13:57","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e2",2,2,"veridical","1"
"394","c1","10/1/21 13:57","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e3",1,3,"nonVeridical","2"
"395","c3","10/1/21 13:57","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e3",3,3,"veridical","0"
"396","c2","10/1/21 13:57","three_pos_8_4_0_12.csv",0,2,"10/1/21 14:08","0","Finish","0",1,"","StBEIu3BJ4TFUeZfUcQA",2,"e3",2,3,"nonVeridical","1"
"397","c3","10/1/21 13:59","three_pos_10_2_0_12.csv",0,6,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e1",3,1,"nonVeridical","0"
"398","c1","10/1/21 13:59","three_pos_10_2_0_12.csv",0,7,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e1",1,1,"veridical","2"
"399","c2","10/1/21 13:59","three_pos_10_2_0_12.csv",0,4,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e1",2,1,"nonVeridical","1"
"400","c3","10/1/21 13:59","three_pos_10_2_0_12.csv",0,7,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e2",3,2,"nonVeridical","0"
"401","c1","10/1/21 13:59","three_pos_10_2_0_12.csv",0,3,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e2",1,2,"nonVeridical","2"
"402","c2","10/1/21 13:59","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e2",2,2,"veridical","1"
"403","c3","10/1/21 13:59","three_pos_10_2_0_12.csv",0,10,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e3",3,3,"veridical","0"
"404","c1","10/1/21 13:59","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e3",1,3,"nonVeridical","2"
"405","c2","10/1/21 13:59","three_pos_10_2_0_12.csv",0,6,"10/1/21 14:12","0","Finish","0",1,"","i4uVKVDTwYP6mprYKPtr",3,"e3",2,3,"nonVeridical","1"
"406","c2","10/1/21 13:59","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e1",2,1,"nonVeridical","1"
"407","c1","10/1/21 13:59","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e1",1,1,"veridical","2"
"408","c3","10/1/21 13:59","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e1",3,1,"nonVeridical","0"
"409","c2","10/1/21 13:59","three_pos_8_4_0_12.csv",0,9,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e2",2,2,"veridical","1"
"410","c1","10/1/21 13:59","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e2",1,2,"nonVeridical","2"
"411","c3","10/1/21 13:59","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e2",3,2,"nonVeridical","0"
"412","c2","10/1/21 13:59","three_pos_8_4_0_12.csv",0,5,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e3",2,3,"nonVeridical","1"
"413","c1","10/1/21 13:59","three_pos_8_4_0_12.csv",0,1,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e3",1,3,"nonVeridical","2"
"414","c3","10/1/21 13:59","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:14","0","Finish","0",1,"","stnGERekLjD29sqoteiB",3,"e3",3,3,"veridical","0"
"415","c3","10/1/21 14:00","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e1",3,1,"nonVeridical","0"
"416","c1","10/1/21 14:00","three_pos_10_2_0_12.csv",0,8,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e1",1,1,"veridical","2"
"417","c2","10/1/21 14:00","three_pos_10_2_0_12.csv",0,7,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e1",2,1,"nonVeridical","1"
"418","c3","10/1/21 14:00","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e2",3,2,"nonVeridical","0"
"419","c1","10/1/21 14:00","three_pos_10_2_0_12.csv",0,6,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e2",1,2,"nonVeridical","2"
"420","c2","10/1/21 14:00","three_pos_10_2_0_12.csv",0,6,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e2",2,2,"veridical","1"
"421","c3","10/1/21 14:00","three_pos_10_2_0_12.csv",0,5,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e3",3,3,"veridical","0"
"422","c1","10/1/21 14:00","three_pos_10_2_0_12.csv",0,8,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e3",1,3,"nonVeridical","2"
"423","c2","10/1/21 14:00","three_pos_10_2_0_12.csv",0,8,"10/1/21 14:16","0","Finish","0",0,"running","AKMFS9fv3LaWIW3fdCvG",1,"e3",2,3,"nonVeridical","1"
"424","c3","10/1/21 14:02","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e1",3,1,"nonVeridical","0"
"425","c2","10/1/21 14:02","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e1",2,1,"nonVeridical","1"
"426","c1","10/1/21 14:02","three_pos_9_3_3_9.csv",0,4,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e1",1,1,"veridical","2"
"427","c3","10/1/21 14:02","three_pos_9_3_3_9.csv",0,4,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e2",3,2,"nonVeridical","0"
"428","c2","10/1/21 14:02","three_pos_9_3_3_9.csv",0,7,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e2",2,2,"veridical","1"
"429","c1","10/1/21 14:02","three_pos_9_3_3_9.csv",0,8,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e2",1,2,"nonVeridical","2"
"430","c3","10/1/21 14:02","three_pos_9_3_3_9.csv",0,5,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e3",3,3,"veridical","0"
"431","c2","10/1/21 14:02","three_pos_9_3_3_9.csv",0,2,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e3",2,3,"nonVeridical","1"
"432","c1","10/1/21 14:02","three_pos_9_3_3_9.csv",0,6,"10/1/21 14:13","0","Finish","0",1,"","EmTRl29eYyfXZp16FKvD",3,"e3",1,3,"nonVeridical","2"
"433","c1","10/1/21 14:02","three_pos_8_4_0_12.csv",0,4,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e1",1,1,"veridical","2"
"434","c2","10/1/21 14:02","three_pos_8_4_0_12.csv",0,6,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e1",2,1,"nonVeridical","1"
"435","c3","10/1/21 14:02","three_pos_8_4_0_12.csv",0,2,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e1",3,1,"nonVeridical","0"
"436","c1","10/1/21 14:02","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e2",1,2,"nonVeridical","2"
"437","c2","10/1/21 14:02","three_pos_8_4_0_12.csv",0,3,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e2",2,2,"veridical","1"
"438","c3","10/1/21 14:02","three_pos_8_4_0_12.csv",0,8,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e2",3,2,"nonVeridical","0"
"439","c1","10/1/21 14:02","three_pos_8_4_0_12.csv",0,8,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e3",1,3,"nonVeridical","2"
"440","c2","10/1/21 14:02","three_pos_8_4_0_12.csv",0,7,"10/1/21 14:13","0","Finish","0",1,"","iPHZRay8YFoCoa9FFdHj",1,"e3",2,3,"nonVeridical","1"
